target,text
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?
ham,Tell me pa. How is pain de.
ham,"If e timing can, then i go w u lor..."
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,"Sorry, I'll call later"
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,"Damn, poor zac doesn't stand a chance"
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,You will go to walmart. I.ll stay.
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,Now thats going to ruin your thesis!
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,\SHIT BABE.. THASA BIT MESSED UP.YEH
ham,Poor girl can't go one day lmao
ham,I accidentally brought em home in the box
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,Gud mrng dear hav a nice day
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
ham,Please leave this topic..sorry for telling that..
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,No calls..messages..missed calls
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,Delhi and chennai still silent.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,"Greetings me, ! Consider yourself excused."
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Huh y lei...
ham,No chikku nt yet.. Ya i'm free
ham,Good evening! How are you?
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,"Me, i dont know again oh"
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,"No, I was trying it all weekend ;V"
ham,Send to someone else :-)
ham,Oi when you gonna ring
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
ham,Normally i use to drink more water daily:)
ham,I have many dependents
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,Do you like Italian food?
ham,I think i've fixed it can you send a test message?
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,Oh:)as usual vijay film or its different?
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,K. I will sent it again
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
ham,Hello! Good week? Fancy a drink or something later?
ham,Keep my payasam there if rinu brings
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Hello which the site to download songs its urgent pls
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
ham,Near kalainar tv office.thenampet
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,"Fair enough, anything going on?"
ham,"Alright, see you in a bit"
ham,May i call You later Pls
ham,Ok lor. I'm in town now lei.
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,What about this one then.
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?
ham,That one week leave i put know that time. Why.
ham,I hope you know I'm still mad at you.
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
spam,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Okey dokey swashbuckling stuff what oh.
ham,Shuhui has bought ron's present it's a swatch watch...
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,Great comedy..cant stop laughing da:)
ham,Yeah get the unlimited
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
ham,Ok. So april. Cant wait
ham,See the forwarding message for proof
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,If I get there before you after your ten billion calls and texts so help me god
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,Lol they were mad at first but then they woke up and gave in.
ham,K. I will sent it again
ham,Going to join tomorrow.
ham,This pain couldn't have come at a worse time.
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
ham,X2  &lt;#&gt; . Are you going to get that
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
ham,Yar... I tot u knew dis would happen long ago already.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
ham,No. I.ll meet you in the library
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,That's y we haf to combine n c how lor...
ham,I know that my friend already told that.
ham,"Sorry, I'll call later"
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,Cps is causing the outages to conserve energy.
ham,I'm going out to buy mum's present ar.
ham,Love you aathi..love u lot..
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,"Sorry,  in meeting I'll call you later"
ham,Anytime lor...
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,ÌÏ thk of wat to eat tonight.
ham,Y lei?
ham,Kallis wont bat in 2nd innings.
ham,In which place i can get rooms cheap:-)
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,Hey... Very inconvenient for your sis a not huh?
ham,Ok...
ham,Do well :)all will for little time. Thing of good times ahead:
ham,Lol enjoy role playing much?
ham,"Sure, whenever you show the fuck up &gt;:("
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,So what did the bank say about the money?
ham,"Yo, you around? Just got my car back"
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
